build_time;type;municipality;settlement;lon;lat
1971-1980;hoone liik teadmata;Poltsamaa;Esku;25.897905;58.638661
1971-1980;muu vaikeelamu;Poltsamaa;Esku;25.898511;58.638221
1971-1980;uhepereelamu;Poltsamaa;Esku;25.898883;58.637883
1919-1945;uhepereelamu;Poltsamaa;Esku;25.907453;58.635214
1919-1945;uhepereelamu;Poltsamaa;Esku;25.886351;58.635256
1919-1945;uhepereelamu;Poltsamaa;Esku;25.889670;58.634219
1919-1945;uhepereelamu;Poltsamaa;Esku;25.882952;58.637255
1919-1945;uhepereelamu;Poltsamaa;Esku;25.882465;58.640814
1919-1945;uhepereelamu;Poltsamaa;Esku;25.871911;58.647493
1919-1945;uhepereelamu;Poltsamaa;Esku;25.889256;58.650038
1996 või hiljem;uhepereelamu;Poltsamaa;Esku;25.902397;58.640521
enne 1919;uhepereelamu;Pala;Haavakivi;27.011174;58.682912
enne 1919;uhepereelamu;Pala;Haavakivi;27.011314;58.684536
1971-1980;uhepereelamu;Pala;Haavakivi;27.012367;58.685419
enne 1919;uhepereelamu;Pala;Haavakivi;27.014168;58.685997
1919-1945;uhepereelamu;Pala;Haavakivi;27.009178;58.686923
1946-1960;uhepereelamu;Pala;Haavakivi;27.012387;58.687962
1946-1960;uhepereelamu;Pala;Haavakivi;27.010099;58.688527
enne 1919;uhepereelamu;Pala;Haavakivi;27.001763;58.682323
1946-1960;uhepereelamu;Pala;Haavakivi;26.995708;58.684496
enne 1919;uhepereelamu;Pala;Haavakivi;27.001260;58.674210
1919-1945;uhepereelamu;Pala;Haavakivi;26.994804;58.676186
enne 1919;uhepereelamu;Pala;Haavakivi;26.994167;58.675589
1961-1970;uhepereelamu;Pala;Haavakivi;26.989229;58.677123
1919-1945;uhepereelamu;Pala;Haavakivi;26.990055;58.670818
1919-1945;uhepereelamu;Pala;Haavakivi;26.987593;58.671684
1991-1995;uhepereelamu;Pala;Haavakivi;26.986951;58.680133
1991-1995;uhepereelamu;Pala;Haavakivi;26.993294;58.689714
enne 1919;uhepereelamu;Pala;Haavakivi;26.998611;58.689258
enne 1919;uhepereelamu;Pala;Haavakivi;26.983392;58.684071
1991-1995;uhepereelamu;Pala;Haavakivi;26.976745;58.686148
1946-1960;uhepereelamu;Pala;Haavakivi;26.956464;58.690786
enne 1919;uhepereelamu;Pala;Haavakivi;26.972913;58.689293
1919-1945;uhepereelamu;Pala;Haavakivi;26.975923;58.692565
1919-1945;uhepereelamu;Pala;Haavakivi;26.982767;58.695050
1961-1970;uhepereelamu;Pala;Haavakivi;26.977819;58.696494
1961-1970;uhepereelamu;Pala;Haavakivi;26.976832;58.696310
enne 1919;uhepereelamu;Pala;Haavakivi;26.974102;58.696373
enne 1919;uhepereelamu;Pala;Haavakivi;26.987098;58.696800
enne 1919;uhepereelamu;Pala;Haavakivi;26.993826;58.696626
1919-1945;uhepereelamu;Pala;Haavakivi;26.994945;58.700564
1971-1980;uhepereelamu;Pala;Haavakivi;26.996282;58.700228
enne 1919;uhepereelamu;Pala;Haavakivi;26.998416;58.695505
enne 1919;uhepereelamu;Pala;Haavakivi;26.997979;58.695002
1919-1945;uhepereelamu;Saare;Halliku;26.913660;58.708251
1919-1945;muu vaikeelamu;Saare;Halliku;26.912650;58.709650
1919-1945;uhepereelamu;Saare;Halliku;26.909023;58.709447
1919-1945;uhepereelamu;Saare;Halliku;26.907483;58.710858
1919-1945;uhepereelamu;Saare;Halliku;26.906520;58.712923
1919-1945;muu vaikeelamu;Saare;Halliku;26.910646;58.712732
enne 1919;uhepereelamu;Saare;Halliku;26.918083;58.709329
enne 1919;uhepereelamu;Saare;Halliku;26.918530;58.710199
1919-1945;uhepereelamu;Saare;Halliku;26.926647;58.712665
ehitusaeg teadmata;uhepereelamu;Saare;Halliku;26.921289;58.709354
1919-1945;uhepereelamu;Saare;Halliku;26.924261;58.708891
1919-1945;muu vaikeelamu;Saare;Halliku;26.935518;58.706183
1919-1945;uhepereelamu;Saare;Halliku;26.946477;58.704467
enne 1919;uhepereelamu;Saare;Halliku;26.946029;58.703597
1919-1945;uhepereelamu;Saare;Halliku;26.927153;58.705204
1919-1945;uhepereelamu;Saare;Halliku;26.931675;58.700788
1919-1945;uhepereelamu;Saare;Halliku;26.936273;58.699507
1919-1945;uhepereelamu;Saare;Halliku;26.917030;58.705722
1919-1945;uhepereelamu;Saare;Halliku;26.918563;58.701571
1919-1945;uhepereelamu;Saare;Halliku;26.924731;58.698789
enne 1919;muu vaikeelamu;Saare;Halliku;26.921643;58.695629
1919-1945;uhepereelamu;Saare;Halliku;26.927812;58.692936
1919-1945;uhepereelamu;Saare;Halliku;26.907239;58.708005
enne 1919;muu vaikeelamu;Saare;Halliku;26.904782;58.705617
enne 1919;uhepereelamu;Saare;Halliku;26.903174;58.702121
1919-1945;uhepereelamu;Saare;Halliku;26.901644;58.701868
enne 1919;uhepereelamu;Saare;Halliku;26.904383;58.700817
enne 1919;uhepereelamu;Saare;Halliku;26.903944;58.700046
1919-1945;uhepereelamu;Saare;Halliku;26.904729;58.695912
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.313957;58.701909
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.326932;58.703441
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.327596;58.705697
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.322034;58.707981
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.314078;58.709561
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.304155;58.701568
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.290996;58.712993
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.285459;58.715462
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.337386;58.697903
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.343703;58.692012
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.347494;58.692787
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.346217;58.698685
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.350596;58.691315
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.351327;58.689743
ehitusaeg teadmata;paljukorteriline elamu;Puurmani;Harjanurme;26.353085;58.690316
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.360231;58.685245
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.339740;58.681029
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.346800;58.686632
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.343407;58.685894
1946-1960;uhepereelamu;Puurmani;Harjanurme;26.324607;58.692258
1981-1990;uhepereelamu;Puurmani;Harjanurme;26.325765;58.688679
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.318418;58.687065
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.319201;58.686332
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.313729;58.685244
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.310592;58.684878
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.315547;58.679849
1991-1995;hoone liik teadmata;Puurmani;Harjanurme;26.304355;58.683778
1991-1995;hoone liik teadmata;Puurmani;Harjanurme;26.303761;58.684085
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.302606;58.684497
1981-1990;uhepereelamu;Puurmani;Harjanurme;26.301810;58.684371
1981-1990;uhepereelamu;Puurmani;Harjanurme;26.301924;58.684805
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.301245;58.685114
1991-1995;uhepereelamu;Puurmani;Harjanurme;26.300832;58.684869
1981-1990;uhepereelamu;Puurmani;Harjanurme;26.300423;58.684647
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.289817;58.683633
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.290289;58.686859
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.287993;58.686900
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.287160;58.688617
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.286400;58.693624
ehitusaeg teadmata;uhepereelamu;Puurmani;Harjanurme;26.279441;58.694736
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.275886;58.696281
enne 1919;uhepereelamu;Puurmani;Harjanurme;26.275017;58.697501
1919-1945;uhepereelamu;Puurmani;Harjanurme;26.313950;58.701900
1919-1945;uhepereelamu;Palamuse;Imukvere;26.648031;58.729183
enne 1919;uhepereelamu;Palamuse;Imukvere;26.644591;58.728814
1919-1945;uhepereelamu;Palamuse;Imukvere;26.647917;58.733183
1946-1960;uhepereelamu;Palamuse;Imukvere;26.648045;58.733886
1919-1945;uhepereelamu;Palamuse;Imukvere;26.645775;58.735442
1919-1945;uhepereelamu;Palamuse;Imukvere;26.644307;58.738491
enne 1919;uhepereelamu;Palamuse;Imukvere;26.643470;58.740989
enne 1919;uhepereelamu;Palamuse;Imukvere;26.644805;58.740611
enne 1919;uhepereelamu;Palamuse;Imukvere;26.645619;58.740063
1981-1990;uhepereelamu;Palamuse;Imukvere;26.659153;58.743145
1919-1945;uhepereelamu;Palamuse;Imukvere;26.633798;58.741627
enne 1919;uhepereelamu;Palamuse;Imukvere;26.631573;58.743802
1919-1945;uhepereelamu;Palamuse;Imukvere;26.652735;58.726066
1919-1945;uhepereelamu;Palamuse;Imukvere;26.653823;58.720195
enne 1919;uhepereelamu;Palamuse;Imukvere;26.645667;58.724982
enne 1919;uhepereelamu;Palamuse;Imukvere;26.641744;58.722753
enne 1919;uhepereelamu;Palamuse;Imukvere;26.637907;58.723801
enne 1919;uhepereelamu;Palamuse;Imukvere;26.637712;58.721235
1919-1945;uhepereelamu;Palamuse;Imukvere;26.633889;58.724774
1919-1945;uhepereelamu;Palamuse;Imukvere;26.631117;58.726433
1919-1945;uhepereelamu;Palamuse;Imukvere;26.628629;58.727365
1919-1945;uhepereelamu;Palamuse;Imukvere;26.624592;58.728067
1919-1945;uhepereelamu;Palamuse;Imukvere;26.618408;58.725183
enne 1919;uhepereelamu;Palamuse;Imukvere;26.612903;58.729023
enne 1919;uhepereelamu;Palamuse;Imukvere;26.604531;58.731052
enne 1919;uhepereelamu;Torma;Iravere;26.610680;58.809810
1919-1945;uhepereelamu;Torma;Iravere;26.609285;58.810233
1919-1945;uhepereelamu;Torma;Iravere;26.606028;58.812213
enne 1919;uhepereelamu;Torma;Iravere;26.604087;58.814004
1919-1945;uhepereelamu;Torma;Iravere;26.602392;58.816491
1919-1945;uhepereelamu;Torma;Iravere;26.601313;58.817196
1919-1945;uhepereelamu;Torma;Iravere;26.599057;58.817241
1919-1945;uhepereelamu;Torma;Iravere;26.602885;58.820578
1946-1960;uhepereelamu;Torma;Iravere;26.595209;58.819268
enne 1919;uhepereelamu;Torma;Iravere;26.612608;58.808886
1919-1945;uhepereelamu;Torma;Iravere;26.611157;58.808570
enne 1919;uhepereelamu;Torma;Iravere;26.611512;58.808217
enne 1919;uhepereelamu;Torma;Iravere;26.613311;58.808131
1919-1945;uhepereelamu;Torma;Iravere;26.614191;58.807178
enne 1919;uhepereelamu;Torma;Iravere;26.613857;58.806542
1919-1945;uhepereelamu;Torma;Iravere;26.616381;58.807107
ehitusaeg teadmata;uhepereelamu;Torma;Iravere;26.615126;58.805470
1919-1945;uhepereelamu;Torma;Iravere;26.614827;58.804011
enne 1919;elukorteri(te)ga mitteelamu;Saare;Jaama;26.758284;58.765927
1919-1945;hoone liik teadmata;Saare;Jaama;26.757745;58.766275
1961-1970;paljukorteriline elamu;Saare;Jaama;26.756816;58.765612
1946-1960;uhepereelamu;Saare;Jaama;26.755004;58.764850
enne 1919;muu vaikeelamu;Saare;Jaama;26.755785;58.766434
1961-1970;uhepereelamu;Saare;Jaama;26.755862;58.767690
enne 1919;uhepereelamu;Saare;Jaama;26.755045;58.768148
enne 1919;uhepereelamu;Saare;Jaama;26.752918;58.768876
1946-1960;uhepereelamu;Saare;Jaama;26.751038;58.770057
enne 1919;uhepereelamu;Saare;Jaama;26.740182;58.768464
1961-1970;uhepereelamu;Saare;Jaama;26.738733;58.766679
1946-1960;uhepereelamu;Saare;Jaama;26.747335;58.773092
1919-1945;uhepereelamu;Saare;Jaama;26.749157;58.773971
1919-1945;uhepereelamu;Saare;Jaama;26.746780;58.774362
1946-1960;uhepereelamu;Saare;Jaama;26.750350;58.775193
1981-1990;uhepereelamu;Saare;Jaama;26.744111;58.776575
enne 1919;uhepereelamu;Saare;Jaama;26.733301;58.772825
1919-1945;uhepereelamu;Saare;Jaama;26.728332;58.776456
enne 1919;uhepereelamu;Saare;Jaama;26.754062;58.777846
1946-1960;uhepereelamu;Saare;Jaama;26.748403;58.777549
1919-1945;uhepereelamu;Saare;Jaama;26.747605;58.779233
enne 1919;uhepereelamu;Saare;Jaama;26.747082;58.780951
1919-1945;uhepereelamu;Saare;Jaama;26.741967;58.782767
enne 1919;uhepereelamu;Saare;Jaama;26.761015;58.763357
1919-1945;uhepereelamu;Saare;Jaama;26.764008;58.765224
1946-1960;uhepereelamu;Saare;Jaama;26.764163;58.764430
1981-1990;uhepereelamu;Saare;Jaama;26.767950;58.767988
1961-1970;uhepereelamu;Saare;Jaama;26.762725;58.773906
enne 1919;uhepereelamu;Saare;Jaama;26.764205;58.775922
enne 1919;uhepereelamu;Saare;Jaama;26.770712;58.764174
1919-1945;uhepereelamu;Saare;Jaama;26.770532;58.761904
enne 1919;uhepereelamu;Saare;Jaama;26.776611;58.761315
ehitusaeg teadmata;uhepereelamu;Saare;Jaama;26.781300;58.762472
1919-1945;uhepereelamu;Saare;Jaama;26.779409;58.763420
enne 1919;uhepereelamu;Saare;Jaama;26.783572;58.757984
enne 1919;uhepereelamu;Saare;Jaama;26.775905;58.757916
1919-1945;uhepereelamu;Saare;Jaama;26.759394;58.762260
enne 1919;uhepereelamu;Saare;Jaama;26.752735;58.758303
enne 1919;uhepereelamu;Saare;Jaama;26.759345;58.756114
enne 1919;uhepereelamu;Saare;Jaama;26.745842;58.761344
1919-1945;uhepereelamu;Saare;Jaama;26.741672;58.759564
enne 1919;uhepereelamu;Tabivere;Juula;26.708118;58.556280
1919-1945;uhepereelamu;Tabivere;Juula;26.705730;58.557633
1919-1945;uhepereelamu;Tabivere;Juula;26.705499;58.561790
1919-1945;uhepereelamu;Tabivere;Juula;26.711204;58.555963
1919-1945;uhepereelamu;Tabivere;Juula;26.716141;58.556434
1919-1945;uhepereelamu;Tabivere;Juula;26.718422;58.556350
1919-1945;uhepereelamu;Tabivere;Juula;26.715462;58.558327
1919-1945;uhepereelamu;Tabivere;Juula;26.713623;58.563199
1961-1970;uhepereelamu;Tabivere;Juula;26.721258;58.553694
enne 1919;uhepereelamu;Tabivere;Juula;26.726483;58.552324
1971-1980;uhepereelamu;Tabivere;Juula;26.729818;58.552541
1919-1945;uhepereelamu;Tabivere;Juula;26.731702;58.551126
1946-1960;uhepereelamu;Tabivere;Juula;26.733313;58.550408
1971-1980;paljukorteriline elamu;Tabivere;Juula;26.710071;58.553750
1919-1945;uhepereelamu;Tabivere;Juula;26.707676;58.546981
1919-1945;uhepereelamu;Tabivere;Juula;26.706464;58.550008
1919-1945;uhepereelamu;Tabivere;Juula;26.701124;58.551665
1919-1945;uhepereelamu;Tabivere;Juula;26.696542;58.555123
1919-1945;uhepereelamu;Tabivere;Juula;26.694606;58.556780
1971-1980;muu vaikeelamu;Puurmani;Joune;26.353445;58.667732
1971-1980;uhepereelamu;Puurmani;Joune;26.367382;58.666442
1919-1945;uhepereelamu;Puurmani;Joune;26.367749;58.667356
enne 1919;uhepereelamu;Puurmani;Joune;26.368782;58.667894
1919-1945;uhepereelamu;Puurmani;Joune;26.368924;58.668848
1919-1945;uhepereelamu;Puurmani;Joune;26.368283;58.669537
enne 1919;uhepereelamu;Puurmani;Joune;26.369090;58.670160
enne 1919;uhepereelamu;Puurmani;Joune;26.369147;58.670999
1981-1990;uhepereelamu;Puurmani;Joune;26.368660;58.671728
1961-1970;uhepereelamu;Puurmani;Joune;26.361863;58.675441
enne 1919;uhepereelamu;Puurmani;Joune;26.362904;58.676101
1919-1945;uhepereelamu;Puurmani;Joune;26.363953;58.676880
1919-1945;uhepereelamu;Puurmani;Joune;26.358827;58.677905
enne 1919;uhepereelamu;Puurmani;Joune;26.361571;58.682431
1981-1990;uhepereelamu;Puurmani;Joune;26.362007;58.681152
enne 1919;uhepereelamu;Puurmani;Joune;26.370011;58.676966
enne 1919;uhepereelamu;Puurmani;Joune;26.372038;58.685702
1971-1980;uhepereelamu;Puurmani;Joune;26.373138;58.686347
1919-1945;uhepereelamu;Puurmani;Joune;26.386753;58.681360
1919-1945;uhepereelamu;Puurmani;Joune;26.386874;58.680038
enne 1919;uhepereelamu;Puurmani;Joune;26.381435;58.671128
enne 1919;uhepereelamu;Puurmani;Joune;26.375690;58.668161
1971-1980;uhepereelamu;Puurmani;Joune;26.369422;58.662680
enne 1919;uhepereelamu;Puurmani;Joune;26.370873;58.658081
1919-1945;uhepereelamu;Puurmani;Joune;26.360718;58.661241
enne 1919;uhepereelamu;Puurmani;Joune;26.360818;58.660997
enne 1919;uhepereelamu;Puurmani;Joune;26.361447;58.658092
enne 1919;uhepereelamu;Puurmani;Joune;26.354643;58.658586
enne 1919;uhepereelamu;Puurmani;Joune;26.352824;58.664827
enne 1919;uhepereelamu;Puurmani;Joune;26.347602;58.662586
enne 1919;uhepereelamu;Puurmani;Joune;26.341977;58.664845
1919-1945;uhepereelamu;Puurmani;Joune;26.336978;58.671205
ehitusaeg teadmata;uhepereelamu;Puurmani;Joune;26.369156;58.651519
enne 1919;uhepereelamu;Puurmani;Joune;26.366588;58.648942
1971-1980;muu vaikeelamu;Puurmani;Joune;26.353436;58.667730
ehitusaeg teadmata;muu vaikeelamu;Puurmani;Joune;26.353436;58.667730
enne 1919;uhepereelamu;Puurmani;Joune;26.353436;58.667730
ehitusaeg teadmata;uhepereelamu;Palamuse;Jarvepera;26.594569;58.701714
enne 1919;muu vaikeelamu;Palamuse;Jarvepera;26.593915;58.697794
enne 1919;uhepereelamu;Palamuse;Jarvepera;26.602150;58.700457
1919-1945;uhepereelamu;Palamuse;Jarvepera;26.597781;58.705982
1919-1945;muu vaikeelamu;Palamuse;Jarvepera;26.584982;58.702439
enne 1919;uhepereelamu;Palamuse;Jarvepera;26.582988;58.704248
enne 1919;uhepereelamu;Palamuse;Jarvepera;26.582889;58.705806
1981-1990;uhepereelamu;Palamuse;Jarvepera;26.583327;58.703623
ehitusaeg teadmata;uhepereelamu;Palamuse;Jarvepera;26.594557;58.701712
1919-1945;uhepereelamu;Puurmani;Jurikula;26.278994;58.555269
1919-1945;uhepereelamu;Puurmani;Jurikula;26.278940;58.555746
1919-1945;uhepereelamu;Puurmani;Jurikula;26.280346;58.558855
1919-1945;uhepereelamu;Puurmani;Jurikula;26.281104;58.561017
1919-1945;uhepereelamu;Puurmani;Jurikula;26.278739;58.563762
1919-1945;uhepereelamu;Puurmani;Jurikula;26.275080;58.561977
1981-1990;paljukorteriline elamu;Puurmani;Jurikula;26.274608;58.564213
1919-1945;uhepereelamu;Puurmani;Jurikula;26.277674;58.564581
1919-1945;uhepereelamu;Puurmani;Jurikula;26.277602;58.565058
1919-1945;uhepereelamu;Puurmani;Jurikula;26.278387;58.566006
1919-1945;uhepereelamu;Puurmani;Jurikula;26.282961;58.566293
1919-1945;uhepereelamu;Puurmani;Jurikula;26.282712;58.565344
1981-1990;uhepereelamu;Puurmani;Jurikula;26.284056;58.567494
1919-1945;uhepereelamu;Puurmani;Jurikula;26.280630;58.567717
1919-1945;uhepereelamu;Puurmani;Jurikula;26.278731;58.566844
1946-1960;uhepereelamu;Puurmani;Jurikula;26.283386;58.569626
1961-1970;uhepereelamu;Puurmani;Jurikula;26.284211;58.569882
1919-1945;uhepereelamu;Puurmani;Jurikula;26.274841;58.575514
1919-1945;uhepereelamu;Puurmani;Jurikula;26.274420;58.573770
1991-1995;uhepereelamu;Puurmani;Jurikula;26.275234;58.572498
1919-1945;uhepereelamu;Puurmani;Jurikula;26.274303;58.571961
1971-1980;uhepereelamu;Puurmani;Jurikula;26.266120;58.570992
1919-1945;uhepereelamu;Puurmani;Jurikula;26.268691;58.555981
1919-1945;uhepereelamu;Puurmani;Jurikula;26.281426;58.551937
ehitusaeg teadmata;uhepereelamu;Puurmani;Jurikula;26.260002;58.545418
1919-1945;uhepereelamu;Puurmani;Jurikula;26.255822;58.549947
enne 1919;uhepereelamu;Puurmani;Jurikula;26.240367;58.566828
1919-1945;uhepereelamu;Puurmani;Jurikula;26.281561;58.561789
1919-1945;uhepereelamu;Puurmani;Jurikula;26.283919;58.566092
1991-1995;uhepereelamu;Puurmani;Jurikula;26.274403;58.574386
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.517177;58.660570
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.517869;58.661070
1971-1980;paljukorteriline elamu;Palamuse;Kaarepere;26.519501;58.661694
1919-1945;elukorteri(te)ga mitteelamu;Palamuse;Kaarepere;26.519465;58.661950
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.521569;58.661567
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.528006;58.658188
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.530414;58.656327
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.536436;58.653368
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.533423;58.667848
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.530482;58.668778
ehitus pooleli;uhepereelamu;Palamuse;Kaarepere;26.533798;58.665851
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.535816;58.663965
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.515419;58.658979
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.512537;58.658465
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.509862;58.657341
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.518676;58.659316
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.517829;58.658959
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.519252;58.658989
1919-1945;paljukorteriline elamu;Palamuse;Kaarepere;26.519909;58.657216
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.527289;58.651743
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.529899;58.651979
ehitusaeg teadmata;uhepereelamu;Palamuse;Kaarepere;26.532761;58.652578
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.515588;58.660543
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.513796;58.659981
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.513267;58.660248
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.512759;58.660056
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.512311;58.659894
enne 1919;elukorteri(te)ga mitteelamu;Palamuse;Kaarepere;26.512794;58.660540
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.515714;58.661539
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.515238;58.661777
1961-1970;uhepereelamu;Palamuse;Kaarepere;26.514124;58.661483
1946-1960;uhepereelamu;Palamuse;Kaarepere;26.512614;58.661086
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.514434;58.661995
ehitusaeg teadmata;uhepereelamu;Palamuse;Kaarepere;26.512984;58.661623
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.512250;58.661351
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.511241;58.661001
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.510230;58.659012
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.512206;58.659185
1971-1980;uhepereelamu;Palamuse;Kaarepere;26.507984;58.660634
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.507110;58.658557
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.509466;58.655282
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.507703;58.653187
1919-1945;uhepereelamu;Palamuse;Kaarepere;26.496007;58.657955
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.498691;58.657108
1981-1990;uhepereelamu;Palamuse;Kaarepere;26.494974;58.658286
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.493067;58.656507
1919-1945;muu vaikeelamu;Palamuse;Kaarepere;26.492900;58.657607
enne 1919;uhepereelamu;Palamuse;Kaarepere;26.512965;58.662162
1971-1980;paljukorteriline elamu;Palamuse;Kaarepere;26.511041;58.662030
enne 1919;muu vaikeelamu;Palamuse;Kaarepere;26.508862;58.661417
1971-1980;paljukorteriline elamu;Palamuse;Kaarepere;26.511843;58.662557
1971-1980;paljukorteriline elamu;Palamuse;Kaarepere;26.511104;58.662913
1981-1990;paljukorteriline elamu;Palamuse;Kaarepere;26.510585;58.662555
1981-1990;paljukorteriline elamu;Palamuse;Kaarepere;26.510103;58.662677
