FID;build_time;build_type;municipality;settl_unit;lon;lat
2114;1981-1990;uhepereelamu;Pajusi;Lahavere;26.134583;58.740223
2115;1919-1945;uhepereelamu;Pajusi;Lahavere;26.136260;58.740517
2116;enne 1919;uhepereelamu;Pajusi;Lahavere;26.140253;58.741369
2117;1919-1945;uhepereelamu;Pajusi;Lahavere;26.139713;58.742724
2118;1946-1960;uhepereelamu;Pajusi;Lahavere;26.138267;58.746202
2119;1919-1945;uhepereelamu;Pajusi;Lahavere;26.137992;58.746746
2120;enne 1919;uhepereelamu;Pajusi;Lahavere;26.144563;58.751046
2121;enne 1919;uhepereelamu;Pajusi;Lahavere;26.130748;58.750422
2122;1919-1945;uhepereelamu;Pajusi;Lahavere;26.126602;58.750168
2123;1919-1945;uhepereelamu;Pajusi;Lahavere;26.120078;58.749753
2124;enne 1919;uhepereelamu;Pajusi;Lahavere;26.140282;58.751433
2125;ehitusaeg teadmata;uhepereelamu;Pajusi;Lahavere;26.140031;58.752101
2126;enne 1919;uhepereelamu;Pajusi;Lahavere;26.134722;58.750949
2127;1981-1990;uhepereelamu;Pajusi;Lahavere;26.155840;58.745267
2128;enne 1919;uhepereelamu;Pajusi;Lahavere;26.154530;58.746700
2129;1919-1945;paljukorteriline elamu;Pajusi;Lahavere;26.153923;58.747244
2130;1961-1970;uhepereelamu;Pajusi;Lahavere;26.158065;58.742132
2131;enne 1919;uhepereelamu;Pajusi;Lahavere;26.158531;58.738746
2132;1919-1945;uhepereelamu;Pajusi;Lahavere;26.164069;58.736434
2133;enne 1919;uhepereelamu;Pajusi;Lahavere;26.173203;58.739147
2134;enne 1919;uhepereelamu;Pajusi;Lahavere;26.138882;58.737627
2135;1919-1945;uhepereelamu;Pajusi;Lahavere;26.142971;58.733301
2136;1919-1945;uhepereelamu;Pajusi;Lahavere;26.140275;58.731622
2137;1919-1945;uhepereelamu;Pajusi;Lahavere;26.123631;58.732059
2138;ehitusaeg teadmata;paljukorteriline elamu;Pajusi;Lahavere;26.122664;58.731535
2139;enne 1919;uhepereelamu;Pajusi;Lahavere;26.119656;58.731478
2140;1919-1945;uhepereelamu;Pajusi;Lahavere;26.118120;58.730101
2141;1996 voi hiljem;uhepereelamu;Pajusi;Lahavere;26.124938;58.734785
2142;ehitusaeg teadmata;uhepereelamu;Pajusi;Lahavere;26.122667;58.736655
2143;1919-1945;hoone liik teadmata;Pajusi;Lahavere;26.120845;58.735716
2144;1946-1960;paljukorteriline elamu;Pajusi;Lahavere;26.120069;58.736591
2145;1946-1960;paljukorteriline elamu;Pajusi;Lahavere;26.122097;58.737527
2146;1919-1945;paljukorteriline elamu;Pajusi;Lahavere;26.111726;58.744052
2147;enne 1919;uhepereelamu;Pajusi;Lahavere;26.095566;58.749220
2148;enne 1919;uhepereelamu;Pajusi;Lahavere;26.145504;58.733717
2149;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.525626;58.805027
2150;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.525080;58.804894
2151;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.524225;58.804637
2152;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.523784;58.804992
2153;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.524413;58.805209
2154;1981-1990;uhepereelamu;Jogeva;Laiusevalja;26.525028;58.805439
2155;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.521612;58.806148
2156;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.523214;58.805828
2157;ehitusaeg teadmata;paljukorteriline elamu;Jogeva;Laiusevalja;26.523271;58.806098
2158;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.523421;58.806584
2159;1961-1970;muu vaikeelamu;Jogeva;Laiusevalja;26.525231;58.805982
2160;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.526410;58.807343
2161;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.526780;58.806321
2162;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.531386;58.808253
2163;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.532335;58.809284
2164;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.534347;58.809411
2165;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.530507;58.811455
2166;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.529498;58.812480
2167;1946-1960;uhepereelamu;Jogeva;Laiusevalja;26.527943;58.815062
2168;1946-1960;uhepereelamu;Jogeva;Laiusevalja;26.524095;58.813385
2169;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.524620;58.812019
2170;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.536711;58.811054
2171;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.538711;58.811864
2172;1946-1960;uhepereelamu;Jogeva;Laiusevalja;26.535894;58.813563
2173;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.536747;58.814216
2174;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.541845;58.813060
2175;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.538134;58.809305
2176;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.536438;58.807034
2177;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.536354;58.804264
2178;ehitusaeg teadmata;uhepereelamu;Jogeva;Laiusevalja;26.535827;58.801880
2179;1946-1960;uhepereelamu;Jogeva;Laiusevalja;26.536624;58.801138
2180;1961-1970;uhepereelamu;Jogeva;Laiusevalja;26.533535;58.798493
2181;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.541978;58.795978
2182;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.544440;58.798342
2183;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.544379;58.796456
2184;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.532594;58.796113
2185;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.534685;58.793948
2186;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.540253;58.794790
2187;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.544191;58.794228
2188;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.536163;58.792216
2189;ehitusaeg teadmata;uhepereelamu;Jogeva;Laiusevalja;26.543356;58.792015
2190;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.543605;58.791579
2191;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.544712;58.788894
2192;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.514758;58.801717
2193;1919-1945;uhepereelamu;Jogeva;Laiusevalja;26.510906;58.800705
2194;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.513092;58.798210
2195;1961-1970;uhepereelamu;Jogeva;Laiusevalja;26.517393;58.797695
2196;enne 1919;uhepereelamu;Jogeva;Laiusevalja;26.517818;58.796927
2197;ehitusaeg teadmata;uhepereelamu;Jogeva;Laiusevalja;26.510288;58.804415
2198;ehitus pooleli;uhepereelamu;Jogeva;Laiusevalja;26.499692;58.802271
2199;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.810749;58.609668
2200;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.808124;58.609867
2201;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.807629;58.610583
2202;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.804498;58.612629
2203;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.814752;58.620164
2204;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.818247;58.617834
2205;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.835737;58.609278
2206;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.846841;58.609666
2207;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.810667;58.606759
2208;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.805695;58.606793
2209;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.808457;58.604625
2210;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.809982;58.602171
2211;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.791436;58.604944
2212;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.756758;58.608158
2213;enne 1919;uhepereelamu;Poltsamaa;Lebavere;25.787595;58.618020
2214;1919-1945;uhepereelamu;Poltsamaa;Lebavere;25.805436;58.619155
2215;1919-1945;uhepereelamu;Torma;Leedi;26.546081;58.863724
2216;enne 1919;elukorteri(te)ga mitteelamu;Torma;Leedi;26.547798;58.864275
2217;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.547678;58.865140
2218;enne 1919;uhepereelamu;Torma;Leedi;26.546694;58.866992
2219;enne 1919;uhepereelamu;Torma;Leedi;26.546357;58.867484
2220;1919-1945;uhepereelamu;Torma;Leedi;26.546600;58.868251
2221;1919-1945;uhepereelamu;Torma;Leedi;26.544195;58.868496
2222;1919-1945;uhepereelamu;Torma;Leedi;26.547441;58.869583
2223;1919-1945;uhepereelamu;Torma;Leedi;26.547902;58.870741
2224;enne 1919;uhepereelamu;Torma;Leedi;26.547079;58.872204
2225;1919-1945;uhepereelamu;Torma;Leedi;26.546760;58.872983
2226;1919-1945;uhepereelamu;Torma;Leedi;26.545324;58.873172
2227;1919-1945;uhepereelamu;Torma;Leedi;26.545902;58.873970
2228;1919-1945;uhepereelamu;Torma;Leedi;26.559016;58.864629
2229;enne 1919;uhepereelamu;Torma;Leedi;26.578708;58.866170
2230;1919-1945;uhepereelamu;Torma;Leedi;26.580753;58.868545
2231;1946-1960;uhepereelamu;Torma;Leedi;26.582112;58.866775
2232;enne 1919;uhepereelamu;Torma;Leedi;26.583717;58.865781
2233;1919-1945;uhepereelamu;Torma;Leedi;26.582527;58.864836
2234;enne 1919;uhepereelamu;Torma;Leedi;26.582587;58.863092
2235;1946-1960;uhepereelamu;Torma;Leedi;26.588695;58.867515
2236;1919-1945;uhepereelamu;Torma;Leedi;26.591655;58.867169
2237;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.594053;58.871756
2238;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.593729;58.872446
2239;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.590882;58.871819
2240;enne 1919;uhepereelamu;Torma;Leedi;26.589263;58.872625
2241;1919-1945;uhepereelamu;Torma;Leedi;26.586728;58.871131
2242;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.546803;58.862690
2243;1946-1960;uhepereelamu;Torma;Leedi;26.548362;58.861748
2244;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.546112;58.861594
2245;1961-1970;uhepereelamu;Torma;Leedi;26.547848;58.859826
2246;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.545446;58.860152
2247;enne 1919;uhepereelamu;Torma;Leedi;26.545232;58.857264
2248;enne 1919;uhepereelamu;Torma;Leedi;26.545161;58.856294
2249;1961-1970;uhepereelamu;Torma;Leedi;26.548950;58.857091
2250;1971-1980;uhepereelamu;Torma;Leedi;26.551182;58.857047
2251;1961-1970;uhepereelamu;Torma;Leedi;26.553604;58.856999
2252;1919-1945;uhepereelamu;Torma;Leedi;26.557621;58.855860
2253;1919-1945;uhepereelamu;Torma;Leedi;26.560795;58.856871
2254;1946-1960;uhepereelamu;Torma;Leedi;26.561606;58.859259
2255;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.560771;58.860632
2256;enne 1919;uhepereelamu;Torma;Leedi;26.564575;58.854079
2257;ehitus pooleli;uhepereelamu;Torma;Leedi;26.564534;58.850989
2258;enne 1919;uhepereelamu;Torma;Leedi;26.574585;58.855821
2259;1919-1945;uhepereelamu;Torma;Leedi;26.546102;58.853868
2260;enne 1919;uhepereelamu;Torma;Leedi;26.548618;58.852561
2261;ehitusaeg teadmata;uhepereelamu;Torma;Leedi;26.546776;58.850379
2262;1919-1945;uhepereelamu;Torma;Leedi;26.541300;58.851932
2263;1946-1960;uhepereelamu;Jogeva;Lemuvere;26.601293;58.739788
2264;enne 1919;uhepereelamu;Jogeva;Lemuvere;26.600099;58.739543
2265;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.602570;58.742054
2266;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.591019;58.741253
2267;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.599864;58.745276
2268;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.585495;58.744912
2269;enne 1919;uhepereelamu;Jogeva;Lemuvere;26.603884;58.737898
2270;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.602331;58.736676
2271;1946-1960;uhepereelamu;Jogeva;Lemuvere;26.603171;58.736054
2272;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.604329;58.735819
2273;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.606060;58.735142
2274;ehitusaeg teadmata;uhepereelamu;Jogeva;Lemuvere;26.609351;58.736000
2275;ehitusaeg teadmata;muu vaikeelamu;Jogeva;Lemuvere;26.606654;58.734253
2276;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.612278;58.733354
2277;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.615436;58.732067
2278;1919-1945;uhepereelamu;Jogeva;Lemuvere;26.618578;58.730152
2279;1919-1945;uhepereelamu;Saare;Levala;26.780370;58.700759
2280;1919-1945;uhepereelamu;Saare;Levala;26.779024;58.701266
2281;1919-1945;uhepereelamu;Saare;Levala;26.777618;58.702986
2282;1919-1945;uhepereelamu;Saare;Levala;26.781806;58.703289
2283;1919-1945;uhepereelamu;Saare;Levala;26.783386;58.701818
2284;enne 1919;uhepereelamu;Saare;Levala;26.782762;58.705605
2285;1919-1945;uhepereelamu;Saare;Levala;26.787131;58.702376
2286;1919-1945;uhepereelamu;Saare;Levala;26.795582;58.703882
2287;1919-1945;uhepereelamu;Saare;Levala;26.805172;58.696520
2288;1919-1945;uhepereelamu;Saare;Levala;26.778430;58.695815
2289;1919-1945;uhepereelamu;Saare;Levala;26.777054;58.694002
2290;1919-1945;uhepereelamu;Saare;Levala;26.779647;58.693623
2291;1919-1945;uhepereelamu;Saare;Levala;26.779900;58.692889
2292;1919-1945;uhepereelamu;Saare;Levala;26.780512;58.690962
2293;1919-1945;uhepereelamu;Saare;Levala;26.780720;58.689663
2294;1919-1945;uhepereelamu;Saare;Levala;26.781246;58.688529
2295;1919-1945;uhepereelamu;Saare;Levala;26.780528;58.687260
2296;1919-1945;uhepereelamu;Saare;Levala;26.782710;58.685603
2297;1919-1945;uhepereelamu;Saare;Levala;26.781329;58.683792
2298;1919-1945;uhepereelamu;Saare;Levala;26.776044;58.700692
2299;enne 1919;uhepereelamu;Saare;Levala;26.769584;58.698980
2300;enne 1919;uhepereelamu;Saare;Levala;26.770621;58.698400
2301;enne 1919;uhepereelamu;Torma;Liikatku;26.716382;58.807986
2302;ehitusaeg teadmata;uhepereelamu;Torma;Liikatku;26.718945;58.807779
2303;enne 1919;uhepereelamu;Torma;Liikatku;26.719432;58.810303
2304;1919-1945;uhepereelamu;Torma;Liikatku;26.729588;58.808004
2305;1946-1960;uhepereelamu;Torma;Liikatku;26.731848;58.807507
2306;1919-1945;uhepereelamu;Torma;Liikatku;26.729979;58.809335
2307;1919-1945;uhepereelamu;Torma;Liikatku;26.735897;58.804295
2308;1919-1945;uhepereelamu;Torma;Liikatku;26.735771;58.799086
2309;1919-1945;uhepereelamu;Torma;Liikatku;26.733423;58.798381
2310;1919-1945;uhepereelamu;Torma;Liikatku;26.715578;58.775656
2311;enne 1919;muu vaikeelamu;Torma;Liikatku;26.715607;58.805468
2312;1919-1945;uhepereelamu;Torma;Liikatku;26.715770;58.803820
2313;enne 1919;uhepereelamu;Torma;Liikatku;26.722504;58.792452
2314;ehitusaeg teadmata;uhepereelamu;Torma;Liikatku;26.709454;58.796504
2315;ehitusaeg teadmata;uhepereelamu;Torma;Liikatku;26.691921;58.799854
2316;1919-1945;uhepereelamu;Torma;Liikatku;26.708988;58.808878
2317;ehitusaeg teadmata;uhepereelamu;Torma;Liikatku;26.706231;58.806708
2318;enne 1919;uhepereelamu;Torma;Liikatku;26.705508;58.808510
2319;enne 1919;uhepereelamu;Torma;Liikatku;26.703523;58.808849
2320;enne 1919;uhepereelamu;Torma;Liikatku;26.708541;58.810532
2321;enne 1919;muu vaikeelamu;Torma;Liikatku;26.701059;58.821416
2322;1919-1945;uhepereelamu;Jogeva;Liivoja;26.380555;58.758462
2323;1919-1945;uhepereelamu;Jogeva;Liivoja;26.379679;58.760858
2324;1919-1945;uhepereelamu;Jogeva;Liivoja;26.372339;58.766154
2325;1919-1945;uhepereelamu;Jogeva;Liivoja;26.369741;58.765411
2326;1991-1995;uhepereelamu;Jogeva;Liivoja;26.376107;58.767092
2327;1919-1945;uhepereelamu;Jogeva;Liivoja;26.377825;58.767778
2328;1996 voi hiljem;uhepereelamu;Jogeva;Liivoja;26.374645;58.767770
2329;1971-1980;uhepereelamu;Jogeva;Liivoja;26.355985;58.775757
2330;1961-1970;uhepereelamu;Jogeva;Liivoja;26.355472;58.776722
2331;1961-1970;uhepereelamu;Jogeva;Liivoja;26.354577;58.776869
2332;enne 1919;uhepereelamu;Jogeva;Liivoja;26.356128;58.777164
2333;1919-1945;uhepereelamu;Jogeva;Liivoja;26.356775;58.777197
2334;1919-1945;uhepereelamu;Jogeva;Liivoja;26.357668;58.777149
2335;1961-1970;uhepereelamu;Jogeva;Liivoja;26.358209;58.777486
2336;1919-1945;uhepereelamu;Jogeva;Liivoja;26.360255;58.776752
2337;1919-1945;uhepereelamu;Jogeva;Liivoja;26.383684;58.757487
2338;1919-1945;uhepereelamu;Jogeva;Liivoja;26.383901;58.758651
2339;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.387129;58.757854
2340;enne 1919;uhepereelamu;Jogeva;Liivoja;26.387932;58.757593
2341;1919-1945;uhepereelamu;Jogeva;Liivoja;26.386859;58.755583
2342;1971-1980;uhepereelamu;Jogeva;Liivoja;26.389474;58.755044
2343;1919-1945;uhepereelamu;Jogeva;Liivoja;26.390554;58.754274
2344;1946-1960;uhepereelamu;Jogeva;Liivoja;26.394308;58.753774
2345;1919-1945;uhepereelamu;Jogeva;Liivoja;26.386281;58.751578
2346;1919-1945;uhepereelamu;Jogeva;Liivoja;26.382406;58.750301
2347;1971-1980;uhepereelamu;Jogeva;Liivoja;26.380736;58.751649
2348;1919-1945;uhepereelamu;Jogeva;Liivoja;26.377332;58.753386
2349;enne 1919;uhepereelamu;Jogeva;Liivoja;26.375439;58.754576
2350;1919-1945;uhepereelamu;Jogeva;Liivoja;26.386474;58.755904
2351;1961-1970;uhepereelamu;Jogeva;Liivoja;26.379286;58.748315
2352;1919-1945;muu vaikeelamu;Jogeva;Liivoja;26.379690;58.747854
2353;1981-1990;uhepereelamu;Jogeva;Liivoja;26.392848;58.771714
2354;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.392474;58.771690
2355;1981-1990;uhepereelamu;Jogeva;Liivoja;26.392740;58.772021
2356;1991-1995;uhepereelamu;Jogeva;Liivoja;26.392378;58.771961
2357;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.392519;58.772336
2358;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.392157;58.772274
2359;1981-1990;uhepereelamu;Jogeva;Liivoja;26.392341;58.772581
2360;1991-1995;majutushoone;Jogeva;Liivoja;26.391913;58.772521
2361;1981-1990;uhepereelamu;Jogeva;Liivoja;26.392070;58.772882
2362;1981-1990;uhepereelamu;Jogeva;Liivoja;26.391706;58.772804
2363;1981-1990;uhepereelamu;Jogeva;Liivoja;26.391828;58.773156
2364;1996 voi hiljem;uhepereelamu;Jogeva;Liivoja;26.391180;58.773398
2365;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.391301;58.773732
2366;1996 voi hiljem;uhepereelamu;Jogeva;Liivoja;26.390939;58.773677
2367;ehitusaeg teadmata;uhepereelamu;Jogeva;Liivoja;26.390930;58.774008
2368;1946-1960;uhepereelamu;Torma;Lilastvere;26.698519;58.882708
2369;enne 1919;uhepereelamu;Torma;Lilastvere;26.698912;58.885143
2370;ehitusaeg teadmata;uhepereelamu;Torma;Lilastvere;26.699642;58.888767
2371;enne 1919;uhepereelamu;Torma;Lilastvere;26.699140;58.893127
2372;ehitusaeg teadmata;uhepereelamu;Torma;Lilastvere;26.703766;58.891439
2373;1919-1945;uhepereelamu;Torma;Lilastvere;26.708191;58.887141
2374;1919-1945;uhepereelamu;Torma;Lilastvere;26.712612;58.886475
2375;enne 1919;uhepereelamu;Torma;Lilastvere;26.717070;58.893335
2376;enne 1919;uhepereelamu;Torma;Lilastvere;26.729775;58.891178
2377;1961-1970;uhepereelamu;Torma;Lilastvere;26.699867;58.881620
2378;1919-1945;uhepereelamu;Torma;Lilastvere;26.700424;58.880870
2379;ehitusaeg teadmata;uhepereelamu;Torma;Lilastvere;26.701574;58.875721
2380;1971-1980;uhepereelamu;Torma;Lilastvere;26.702476;58.875320
2381;1971-1980;uhepereelamu;Torma;Lilastvere;26.702814;58.874936
2382;1946-1960;uhepereelamu;Torma;Lilastvere;26.702219;58.874378
2383;ehitusaeg teadmata;uhepereelamu;Torma;Lilastvere;26.702698;58.873303
2384;enne 1919;uhepereelamu;Torma;Lilastvere;26.703721;58.870730
2385;enne 1919;uhepereelamu;Torma;Lilastvere;26.703216;58.866819
2386;enne 1919;uhepereelamu;Torma;Lilastvere;26.713565;58.867625
2387;enne 1919;uhepereelamu;Torma;Lilastvere;26.715306;58.868040
2388;1919-1945;uhepereelamu;Torma;Lilastvere;26.703694;58.865111
2389;1919-1945;uhepereelamu;Torma;Lilastvere;26.693433;58.866623
2390;1946-1960;uhepereelamu;Torma;Lilastvere;26.695141;58.869804
2391;1919-1945;uhepereelamu;Tabivere;Lilu;26.745569;58.574795
2392;1919-1945;uhepereelamu;Tabivere;Lilu;26.746140;58.575025
2393;1919-1945;uhepereelamu;Tabivere;Lilu;26.746849;58.576188
2394;1919-1945;uhepereelamu;Tabivere;Lilu;26.736385;58.584057
2395;1919-1945;uhepereelamu;Tabivere;Lilu;26.737374;58.582608
2396;1919-1945;uhepereelamu;Tabivere;Lilu;26.737792;58.579149
2397;1919-1945;uhepereelamu;Tabivere;Lilu;26.738957;58.577982
2398;1961-1970;uhepereelamu;Tabivere;Lilu;26.744265;58.567993
2399;enne 1919;uhepereelamu;Tabivere;Lilu;26.744217;58.567383
2400;1946-1960;uhepereelamu;Tabivere;Lilu;26.742513;58.566486
2401;1919-1945;uhepereelamu;Tabivere;Lilu;26.747168;58.566215
2402;enne 1919;uhepereelamu;Tabivere;Lilu;26.745678;58.566049
2403;1971-1980;uhepereelamu;Tabivere;Lilu;26.746018;58.565557
2404;enne 1919;uhepereelamu;Tabivere;Lilu;26.746279;58.563844
2405;1919-1945;uhepereelamu;Tabivere;Lilu;26.737563;58.569188
2406;1919-1945;uhepereelamu;Tabivere;Lilu;26.732864;58.572011
2407;1919-1945;uhepereelamu;Tabivere;Lilu;26.732301;58.571619
2408;enne 1919;uhepereelamu;Tabivere;Lilu;26.736631;58.573107
2409;1919-1945;uhepereelamu;Tabivere;Lilu;26.736893;58.574486
2410;1919-1945;uhepereelamu;Tabivere;Lilu;26.726746;58.577595
2411;1919-1945;uhepereelamu;Tabivere;Lilu;26.723974;58.578013
2412;1919-1945;uhepereelamu;Tabivere;Lilu;26.722310;58.576755
2413;1971-1980;uhepereelamu;Tabivere;Lilu;26.719026;58.576780
2414;1919-1945;uhepereelamu;Tabivere;Lilu;26.717150;58.577673
2415;1919-1945;uhepereelamu;Tabivere;Lilu;26.714638;58.578543
2416;ehitusaeg teadmata;uhepereelamu;Tabivere;Lilu;26.712050;58.578428
2417;1919-1945;uhepereelamu;Tabivere;Lilu;26.716199;58.581593
2418;1946-1960;uhepereelamu;Tabivere;Lilu;26.708092;58.579572
2419;1919-1945;uhepereelamu;Pajusi;Loopre;25.992564;58.714165
2420;enne 1919;uhepereelamu;Pajusi;Loopre;26.000057;58.715936
2421;1919-1945;uhepereelamu;Pajusi;Loopre;26.001906;58.724404
2422;1919-1945;uhepereelamu;Pajusi;Loopre;25.998499;58.725746
2423;enne 1919;uhepereelamu;Pajusi;Loopre;26.001647;58.707229
2424;enne 1919;muu vaikeelamu;Pajusi;Loopre;25.992660;58.712555
2425;1919-1945;uhepereelamu;Pajusi;Loopre;25.990915;58.712205
2426;1961-1970;paljukorteriline elamu;Pajusi;Loopre;25.988511;58.711542
2427;enne 1919;uhepereelamu;Pajusi;Loopre;25.991694;58.709839
2428;enne 1919;hoone liik teadmata;Pajusi;Luige;25.989597;58.757684
2429;enne 1919;uhepereelamu;Pajusi;Luige;25.990776;58.758451
2430;enne 1919;uhepereelamu;Pajusi;Luige;25.993028;58.758211
2431;enne 1919;uhepereelamu;Pajusi;Luige;25.992664;58.759041
2432;1919-1945;uhepereelamu;Pajusi;Luige;25.993935;58.758655
2433;enne 1919;uhepereelamu;Pajusi;Luige;25.994196;58.754769
2434;1919-1945;uhepereelamu;Pajusi;Luige;25.995648;58.759293
2435;1919-1945;uhepereelamu;Pajusi;Luige;25.990981;58.765342
2436;1919-1945;uhepereelamu;Pajusi;Luige;25.985346;58.765123
2437;1919-1945;uhepereelamu;Pajusi;Luige;25.992398;58.752346
2438;1919-1945;uhepereelamu;Pajusi;Luige;25.991028;58.750787
2439;1919-1945;uhepereelamu;Pajusi;Luige;25.990598;58.750227
2440;1961-1970;uhepereelamu;Pajusi;Luige;25.979975;58.753659
2441;1919-1945;uhepereelamu;Pajusi;Luige;25.980502;58.750795
